audit_event_id,application_id,sequence,actor_type,actor_id,action,tool,object_type,object_id,outcome,correlation_id,timestamp
APP-000033-AUD-01,APP-000033,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000033,GRANTED,RUN-APP-000033,2026-09-04
APP-000033-AUD-02,APP-000033,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000033,MORTGAGE_UNDERWRITING,RUN-APP-000033,2026-09-04
APP-000033-AUD-03,APP-000033,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-09-04,RESOLVED,RUN-APP-000033,2026-09-04
APP-000033-AUD-04,APP-000033,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000033,COMPLETED,RUN-APP-000033,2026-09-04
APP-000033-AUD-05,APP-000033,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000033,COMPLETED,RUN-APP-000033,2026-09-04
APP-000033-AUD-06,APP-000033,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000033,23 evaluated,RUN-APP-000033,2026-09-04
APP-000033-AUD-07,APP-000033,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000033,0 flags,RUN-APP-000033,2026-09-04
APP-000033-AUD-08,APP-000033,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000033,REFER,RUN-APP-000033,2026-09-04
APP-000033-AUD-09,APP-000033,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000033,QUEUED,RUN-APP-000033,2026-09-04
APP-000034-AUD-01,APP-000034,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000034,GRANTED,RUN-APP-000034,2026-08-12
APP-000034-AUD-02,APP-000034,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000034,MORTGAGE_UNDERWRITING,RUN-APP-000034,2026-08-12
APP-000034-AUD-03,APP-000034,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000034,2026-08-12
APP-000034-AUD-04,APP-000034,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000034,COMPLETED,RUN-APP-000034,2026-08-12
APP-000034-AUD-05,APP-000034,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000034,COMPLETED,RUN-APP-000034,2026-08-12
APP-000034-AUD-06,APP-000034,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000034,25 evaluated,RUN-APP-000034,2026-08-12
APP-000034-AUD-07,APP-000034,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000034,0 flags,RUN-APP-000034,2026-08-12
APP-000034-AUD-08,APP-000034,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000034,MANUAL_REVIEW_REQUIRED,RUN-APP-000034,2026-08-12
APP-000034-AUD-09,APP-000034,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000034,QUEUED,RUN-APP-000034,2026-08-12
APP-000035-AUD-01,APP-000035,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000035,GRANTED,RUN-APP-000035,2026-08-12
APP-000035-AUD-02,APP-000035,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000035,MORTGAGE_UNDERWRITING,RUN-APP-000035,2026-08-12
APP-000035-AUD-03,APP-000035,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000035,2026-08-12
APP-000035-AUD-04,APP-000035,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000035,COMPLETED,RUN-APP-000035,2026-08-12
APP-000035-AUD-05,APP-000035,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000035,COMPLETED,RUN-APP-000035,2026-08-12
APP-000035-AUD-06,APP-000035,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000035,26 evaluated,RUN-APP-000035,2026-08-12
APP-000035-AUD-07,APP-000035,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000035,1 flags,RUN-APP-000035,2026-08-12
APP-000035-AUD-08,APP-000035,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000035,MANUAL_REVIEW_REQUIRED,RUN-APP-000035,2026-08-12
APP-000035-AUD-09,APP-000035,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000035,QUEUED,RUN-APP-000035,2026-08-12
APP-000036-AUD-01,APP-000036,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000036,GRANTED,RUN-APP-000036,2026-08-12
APP-000036-AUD-02,APP-000036,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000036,MORTGAGE_UNDERWRITING,RUN-APP-000036,2026-08-12
APP-000036-AUD-03,APP-000036,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000036,2026-08-12
APP-000036-AUD-04,APP-000036,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000036,COMPLETED,RUN-APP-000036,2026-08-12
APP-000036-AUD-05,APP-000036,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000036,COMPLETED,RUN-APP-000036,2026-08-12
APP-000036-AUD-06,APP-000036,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000036,25 evaluated,RUN-APP-000036,2026-08-12
APP-000036-AUD-07,APP-000036,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000036,1 flags,RUN-APP-000036,2026-08-12
APP-000036-AUD-08,APP-000036,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000036,MANUAL_REVIEW_REQUIRED,RUN-APP-000036,2026-08-12
APP-000036-AUD-09,APP-000036,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000036,QUEUED,RUN-APP-000036,2026-08-12
APP-000037-AUD-01,APP-000037,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000037,GRANTED,RUN-APP-000037,2026-08-12
APP-000037-AUD-02,APP-000037,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000037,MORTGAGE_UNDERWRITING,RUN-APP-000037,2026-08-12
APP-000037-AUD-03,APP-000037,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000037,2026-08-12
APP-000037-AUD-04,APP-000037,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000037,COMPLETED,RUN-APP-000037,2026-08-12
APP-000037-AUD-05,APP-000037,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000037,COMPLETED,RUN-APP-000037,2026-08-12
APP-000037-AUD-06,APP-000037,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000037,25 evaluated,RUN-APP-000037,2026-08-12
APP-000037-AUD-07,APP-000037,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000037,1 flags,RUN-APP-000037,2026-08-12
APP-000037-AUD-08,APP-000037,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000037,MANUAL_REVIEW_REQUIRED,RUN-APP-000037,2026-08-12
APP-000037-AUD-09,APP-000037,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000037,QUEUED,RUN-APP-000037,2026-08-12
APP-000038-AUD-01,APP-000038,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000038,GRANTED,RUN-APP-000038,2026-08-12
APP-000038-AUD-02,APP-000038,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000038,MORTGAGE_UNDERWRITING,RUN-APP-000038,2026-08-12
APP-000038-AUD-03,APP-000038,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000038,2026-08-12
APP-000038-AUD-04,APP-000038,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000038,COMPLETED,RUN-APP-000038,2026-08-12
APP-000038-AUD-05,APP-000038,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000038,COMPLETED,RUN-APP-000038,2026-08-12
APP-000038-AUD-06,APP-000038,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000038,25 evaluated,RUN-APP-000038,2026-08-12
APP-000038-AUD-07,APP-000038,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000038,0 flags,RUN-APP-000038,2026-08-12
APP-000038-AUD-08,APP-000038,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000038,MANUAL_REVIEW_REQUIRED,RUN-APP-000038,2026-08-12
APP-000038-AUD-09,APP-000038,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000038,QUEUED,RUN-APP-000038,2026-08-12
APP-000039-AUD-01,APP-000039,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000039,GRANTED,RUN-APP-000039,2026-08-12
APP-000039-AUD-02,APP-000039,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000039,MORTGAGE_UNDERWRITING,RUN-APP-000039,2026-08-12
APP-000039-AUD-03,APP-000039,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000039,2026-08-12
APP-000039-AUD-04,APP-000039,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000039,COMPLETED,RUN-APP-000039,2026-08-12
APP-000039-AUD-05,APP-000039,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000039,COMPLETED,RUN-APP-000039,2026-08-12
APP-000039-AUD-06,APP-000039,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000039,25 evaluated,RUN-APP-000039,2026-08-12
APP-000039-AUD-07,APP-000039,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000039,1 flags,RUN-APP-000039,2026-08-12
APP-000039-AUD-08,APP-000039,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000039,MANUAL_REVIEW_REQUIRED,RUN-APP-000039,2026-08-12
APP-000039-AUD-09,APP-000039,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000039,QUEUED,RUN-APP-000039,2026-08-12
APP-000040-AUD-01,APP-000040,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000040,GRANTED,RUN-APP-000040,2026-08-12
APP-000040-AUD-02,APP-000040,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000040,MORTGAGE_UNDERWRITING,RUN-APP-000040,2026-08-12
APP-000040-AUD-03,APP-000040,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000040,2026-08-12
APP-000040-AUD-04,APP-000040,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000040,COMPLETED,RUN-APP-000040,2026-08-12
APP-000040-AUD-05,APP-000040,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000040,COMPLETED,RUN-APP-000040,2026-08-12
APP-000040-AUD-06,APP-000040,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000040,25 evaluated,RUN-APP-000040,2026-08-12
APP-000040-AUD-07,APP-000040,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000040,1 flags,RUN-APP-000040,2026-08-12
APP-000040-AUD-08,APP-000040,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000040,MANUAL_REVIEW_REQUIRED,RUN-APP-000040,2026-08-12
APP-000040-AUD-09,APP-000040,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000040,QUEUED,RUN-APP-000040,2026-08-12
APP-000041-AUD-01,APP-000041,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000041,GRANTED,RUN-APP-000041,2026-08-12
APP-000041-AUD-02,APP-000041,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000041,MORTGAGE_UNDERWRITING,RUN-APP-000041,2026-08-12
APP-000041-AUD-03,APP-000041,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000041,2026-08-12
APP-000041-AUD-04,APP-000041,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000041,COMPLETED,RUN-APP-000041,2026-08-12
APP-000041-AUD-05,APP-000041,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000041,COMPLETED,RUN-APP-000041,2026-08-12
APP-000041-AUD-06,APP-000041,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000041,26 evaluated,RUN-APP-000041,2026-08-12
APP-000041-AUD-07,APP-000041,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000041,0 flags,RUN-APP-000041,2026-08-12
APP-000041-AUD-08,APP-000041,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000041,APPROVE_RECOMMENDATION,RUN-APP-000041,2026-08-12
APP-000042-AUD-01,APP-000042,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000042,GRANTED,RUN-APP-000042,2026-08-12
APP-000042-AUD-02,APP-000042,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000042,MORTGAGE_UNDERWRITING,RUN-APP-000042,2026-08-12
APP-000042-AUD-03,APP-000042,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000042,2026-08-12
APP-000042-AUD-04,APP-000042,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000042,COMPLETED,RUN-APP-000042,2026-08-12
APP-000042-AUD-05,APP-000042,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000042,COMPLETED,RUN-APP-000042,2026-08-12
APP-000042-AUD-06,APP-000042,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000042,27 evaluated,RUN-APP-000042,2026-08-12
APP-000042-AUD-07,APP-000042,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000042,0 flags,RUN-APP-000042,2026-08-12
APP-000042-AUD-08,APP-000042,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000042,SUSPENDED_INCOMPLETE,RUN-APP-000042,2026-08-12
APP-000043-AUD-01,APP-000043,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000043,GRANTED,RUN-APP-000043,2026-08-12
APP-000043-AUD-02,APP-000043,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000043,MORTGAGE_UNDERWRITING,RUN-APP-000043,2026-08-12
APP-000043-AUD-03,APP-000043,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000043,2026-08-12
APP-000043-AUD-04,APP-000043,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000043,COMPLETED,RUN-APP-000043,2026-08-12
APP-000043-AUD-05,APP-000043,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000043,COMPLETED,RUN-APP-000043,2026-08-12
APP-000043-AUD-06,APP-000043,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000043,26 evaluated,RUN-APP-000043,2026-08-12
APP-000043-AUD-07,APP-000043,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000043,2 flags,RUN-APP-000043,2026-08-12
APP-000043-AUD-08,APP-000043,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000043,MANUAL_REVIEW_REQUIRED,RUN-APP-000043,2026-08-12
APP-000043-AUD-09,APP-000043,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000043,QUEUED,RUN-APP-000043,2026-08-12
APP-000044-AUD-01,APP-000044,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000044,GRANTED,RUN-APP-000044,2026-08-12
APP-000044-AUD-02,APP-000044,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000044,MORTGAGE_UNDERWRITING,RUN-APP-000044,2026-08-12
APP-000044-AUD-03,APP-000044,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000044,2026-08-12
APP-000044-AUD-04,APP-000044,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000044,COMPLETED,RUN-APP-000044,2026-08-12
APP-000044-AUD-05,APP-000044,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000044,COMPLETED,RUN-APP-000044,2026-08-12
APP-000044-AUD-06,APP-000044,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000044,25 evaluated,RUN-APP-000044,2026-08-12
APP-000044-AUD-07,APP-000044,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000044,1 flags,RUN-APP-000044,2026-08-12
APP-000044-AUD-08,APP-000044,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000044,MANUAL_REVIEW_REQUIRED,RUN-APP-000044,2026-08-12
APP-000044-AUD-09,APP-000044,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000044,QUEUED,RUN-APP-000044,2026-08-12
APP-000045-AUD-01,APP-000045,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000045,GRANTED,RUN-APP-000045,2026-08-12
APP-000045-AUD-02,APP-000045,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000045,MORTGAGE_UNDERWRITING,RUN-APP-000045,2026-08-12
APP-000045-AUD-03,APP-000045,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000045,2026-08-12
APP-000045-AUD-04,APP-000045,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000045,COMPLETED,RUN-APP-000045,2026-08-12
APP-000045-AUD-05,APP-000045,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000045,COMPLETED,RUN-APP-000045,2026-08-12
APP-000045-AUD-06,APP-000045,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000045,24 evaluated,RUN-APP-000045,2026-08-12
APP-000045-AUD-07,APP-000045,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000045,0 flags,RUN-APP-000045,2026-08-12
APP-000045-AUD-08,APP-000045,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000045,SUSPENDED_INCOMPLETE,RUN-APP-000045,2026-08-12
APP-000046-AUD-01,APP-000046,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000046,GRANTED,RUN-APP-000046,2026-08-12
APP-000046-AUD-02,APP-000046,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000046,MORTGAGE_UNDERWRITING,RUN-APP-000046,2026-08-12
APP-000046-AUD-03,APP-000046,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000046,2026-08-12
APP-000046-AUD-04,APP-000046,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000046,COMPLETED,RUN-APP-000046,2026-08-12
APP-000046-AUD-05,APP-000046,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000046,COMPLETED,RUN-APP-000046,2026-08-12
APP-000046-AUD-06,APP-000046,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000046,24 evaluated,RUN-APP-000046,2026-08-12
APP-000046-AUD-07,APP-000046,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000046,0 flags,RUN-APP-000046,2026-08-12
APP-000046-AUD-08,APP-000046,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000046,APPROVE_WITH_CONDITIONS,RUN-APP-000046,2026-08-12
APP-000047-AUD-01,APP-000047,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000047,GRANTED,RUN-APP-000047,2026-09-04
APP-000047-AUD-02,APP-000047,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000047,MORTGAGE_UNDERWRITING,RUN-APP-000047,2026-09-04
APP-000047-AUD-03,APP-000047,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-09-04,RESOLVED,RUN-APP-000047,2026-09-04
APP-000047-AUD-04,APP-000047,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000047,COMPLETED,RUN-APP-000047,2026-09-04
APP-000047-AUD-05,APP-000047,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000047,COMPLETED,RUN-APP-000047,2026-09-04
APP-000047-AUD-06,APP-000047,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000047,24 evaluated,RUN-APP-000047,2026-09-04
APP-000047-AUD-07,APP-000047,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000047,0 flags,RUN-APP-000047,2026-09-04
APP-000047-AUD-08,APP-000047,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000047,REFER,RUN-APP-000047,2026-09-04
APP-000047-AUD-09,APP-000047,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000047,QUEUED,RUN-APP-000047,2026-09-04
APP-000048-AUD-01,APP-000048,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000048,GRANTED,RUN-APP-000048,2026-08-12
APP-000048-AUD-02,APP-000048,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000048,MORTGAGE_UNDERWRITING,RUN-APP-000048,2026-08-12
APP-000048-AUD-03,APP-000048,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000048,2026-08-12
APP-000048-AUD-04,APP-000048,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000048,COMPLETED,RUN-APP-000048,2026-08-12
APP-000048-AUD-05,APP-000048,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000048,COMPLETED,RUN-APP-000048,2026-08-12
APP-000048-AUD-06,APP-000048,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000048,25 evaluated,RUN-APP-000048,2026-08-12
APP-000048-AUD-07,APP-000048,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000048,0 flags,RUN-APP-000048,2026-08-12
APP-000048-AUD-08,APP-000048,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000048,SUSPENDED_INCOMPLETE,RUN-APP-000048,2026-08-12
